DEVID,DESCR_IF_MISC,ERROR_DESCRIPTION,DATE_OCCURRED,IDENTIFIED_BY,MODIFIED_BY,AFFECTED_TREATMENT,CORRECTED,WHYNOTCORRECTED,TX_INTENT,TX_METHOD,DEV_TYPE,ASSIGNED_USER,ASSIGNED_ROLE,ERROR_LEVEL_NAME,Sub_Desc,Att_Desc,Attribute,Stage1,Stage2,Approved_By1,Approved_By2,Role1,Role2,CUSTOM_CORRECTION,SELECTED_CORRECTION,DOC_TYPE,MOREINFO,GROUPID,ACTION,STATUS,ROLE_NAME1,ROLE_NAME2,ROLE_CODES,Attribute_Stage,SL,IS_POST,APPROVAL_ORDER,REG_VIOLATION,POSSIBLE_VIOLATION,CLIN_SIGNIFICANT,SIGNIFICANT_ERROR,MISADMIN,RECORDABLE,INTENT_METHOD_APPLICABLE,CORRECTION_ROLES
219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional training,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Input of missing or correct information/data,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calc point added in Eclipse,Custom Attribute,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Eclipse calc pt for RadCalc missing,"In Eclipse external beam planning, no calculation point was created under Reference Points (Iso) for generation of PSSD, Depth, and Equivalent Path Length for input into the RadCAlc independent dose check program.",2021-06-18T15:20:44Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,Physics orientation of new dosimetrist,Custom Attribute,NA,Custom attribute SL 2,U,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Eclipse calc pt for RadCalc missing,"In Eclipse external beam planning, no calculation point was created under Reference Points (Iso) for generation of PSSD, Depth, and Equivalent Path Length for input into the RadCAlc independent dose check program.",2021-06-18T15:20:44Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,Physics orientation of new dosimetrist,Custom Attribute,NA,Custom attribute SL 2,A,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Eclipse calc pt for RadCalc missing,"In Eclipse external beam planning, no calculation point was created under Reference Points (Iso) for generation of PSSD, Depth, and Equivalent Path Length for input into the RadCAlc independent dose check program.",2021-06-18T15:20:44Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Additional training,NA,Custom attribute SL 2,U,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Eclipse calc pt for RadCalc missing,"In Eclipse external beam planning, no calculation point was created under Reference Points (Iso) for generation of PSSD, Depth, and Equivalent Path Length for input into the RadCAlc independent dose check program.",2021-06-18T15:20:44Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Additional training,NA,Custom attribute SL 2,A,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Eclipse calc pt for RadCalc missing,"In Eclipse external beam planning, no calculation point was created under Reference Points (Iso) for generation of PSSD, Depth, and Equivalent Path Length for input into the RadCAlc independent dose check program.",2021-06-18T15:20:44Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Input of missing or correct information/data,NA,Custom attribute SL 2,U,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Eclipse calc pt for RadCalc missing,"In Eclipse external beam planning, no calculation point was created under Reference Points (Iso) for generation of PSSD, Depth, and Equivalent Path Length for input into the RadCAlc independent dose check program.",2021-06-18T15:20:44Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Input of missing or correct information/data,NA,Custom attribute SL 2,A,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,Ini therapist chart ck sch too soon,Initial therapist chart check for treatment scheduled too soon in clinical pathways of treatment checks.  Dosimetrist scheduled the due date as 06/18/2021.  The day prior to treatment for therapist checks is 06/25/2021.   Dosimetry notified to correct.,2021-06-18T15:25:08Z,ekline,ekline,0,1,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 3,12540,A,U,agoudy,agoudy,U,A,NA,NA,NA,Custom attribute SL 3,U,2,4,Senior Therapist,Radiation Services Director,B,12540AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,Ini therapist chart ck sch too soon,Initial therapist chart check for treatment scheduled too soon in clinical pathways of treatment checks.  Dosimetrist scheduled the due date as 06/18/2021.  The day prior to treatment for therapist checks is 06/25/2021.   Dosimetry notified to correct.,2021-06-18T15:25:08Z,ekline,ekline,0,1,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 3,12540,A,U,agoudy,agoudy,U,A,NA,NA,NA,Custom attribute SL 3,A,2,4,Senior Therapist,Radiation Services Director,B,12540AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,"Increased oversight, supervision, or leadership",NA,Custom attribute SL 2,U,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,"Increased oversight, supervision, or leadership",NA,Custom attribute SL 2,A,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Additional training,NA,Custom attribute SL 2,U,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Additional training,NA,Custom attribute SL 2,A,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Input of missing or correct information/data,NA,Custom attribute SL 2,U,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,NA,Input of missing or correct information/data,NA,Custom attribute SL 2,A,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,Dosimetry notified to correct,Custom Attribute,NA,Custom attribute SL 2,U,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Couch param for pt QA in Ecli miss,Eclipse couch parameters missing under TX plan Objectives for IMRT QA measurements.  Missing information causes error on 4DTC when patient QA measurements are performed.  This has occurred on a minimum of 3 patients.  Dosimetry notified.,2021-06-18T15:34:03Z,ekline,ekline,0,3,NA,0,0,2,NA,NA,Quality Assurance,Checks,Custom attribute SL 2,12539,A,U,agoudy,agoudy,U,A,Dosimetry notified to correct,Custom Attribute,NA,Custom attribute SL 2,A,2,4,Senior Therapist,Radiation Services Director,B,12539AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,"The initial planning note stated a total dose of 5040 cGy to the prostate.  However, the physician's prescription stated 4500 cGy.  Dosimetry was notified of the mistake.",2021-06-21T15:40:18Z,ekline,ekline,0,1,NA,1,3,0,NA,NA,Patient Docs/Notes,Default,IMRT planning note incorr./miss.,12288,A,NA,agoudy,NA,A,NA,NA,NA,NA,IMRT planning note incorr./miss.,A,2,4,Radiation Services Director,NA,B,12288A,4,0,A,0,0,0,0,0,0,1,M
224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Creation of team to implement action plan,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Performance of missing or late weekly therapist chart check,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,NA,Repair of equipment/interlock/safety systems,NA,Linac door interlock inoperable,A,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,NA,Repair of equipment/interlock/safety systems,NA,Linac door interlock inoperable,P,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,NA,Repair of equipment/interlock/safety systems,NA,Linac door interlock inoperable,R,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,All staff was informed and new interlock ordered,Custom Attribute,NA,Linac door interlock inoperable,A,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,All staff was informed and new interlock ordered,Custom Attribute,NA,Linac door interlock inoperable,P,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,All staff was informed and new interlock ordered,Custom Attribute,NA,Linac door interlock inoperable,R,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,New interlock will be installed.  An extra one will be purchased.,Custom Attribute,NA,Linac door interlock inoperable,A,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,New interlock will be installed.  An extra one will be purchased.,Custom Attribute,NA,Linac door interlock inoperable,P,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,"One of the two plungers broke on the door interlock leading into the linac vault.  However, the one broken plunger only affected the OBI and NOT the linac.  Thus only the OBI could be left ON after entering the room.",2021-08-17T18:32:14Z,ekline,ekline,0,3,NA,0,0,1,NA,NA,Radiation Safety,Equipment,Linac door interlock inoperable,11743,A,R,agoudy,jfeng,R,A,New interlock will be installed.  An extra one will be purchased.,Custom Attribute,NA,Linac door interlock inoperable,R,2,4,Facility RSO,Radiation Services Director,B,11743AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,Rx technique incorrect,"Rx technique was incorrect.  Dr selected high dose treatment instead of IMRT/ARC technique.  Plan was already Tx approved, and Dr had to correct the script.  The original script had already been linked to the treatment plan.  Dosimetry had to relink the plan w/ the new Rx.",2021-10-20T08:20:17Z,dginn,dginn,0,1,NA,1,3,0,NA,NA,Computer Tx Planning,Tx Plan,Custom attribute SL 4,12222,A,NA,agoudy,NA,A,NA,NA,NA,NA,Custom attribute SL 4,A,2,4,Radiation Services Director,NA,T,12222A,4,0,A,0,0,0,0,0,0,1,DP
227,No contours on reference images.,"Therapist was running QA on the plan and notices that out contours were again not included in reference images. Dosimetry not on site, so therapist reached out to physics who corrected the problem.",2021-10-12T08:59:38Z,edaugherty,edaugherty,0,1,NA,2,3,0,NA,NA,Computer Tx Planning,Tx Plan,Custom attribute SL 4,12222,A,NA,agoudy,NA,A,NA,NA,NA,NA,Custom attribute SL 4,A,2,4,Radiation Services Director,NA,NA,12222A,4,0,A,0,0,0,0,0,0,1,DP
228,Dose limits not added to plan.,"Patient as replanned. Therapist attempted to mode up first field to tx and no dose limits had been added to the plan. Dosimetry contacted, limits added, patient treated.",2021-10-20T09:03:18Z,edaugherty,edaugherty,0,1,NA,1,3,0,NA,NA,Computer Tx Planning,Tx Plan,Custom attribute SL 4,12222,A,NA,agoudy,NA,A,NA,NA,NA,NA,Custom attribute SL 4,A,2,4,Radiation Services Director,NA,NA,12222A,4,0,A,0,0,0,0,0,0,1,DP
229,NA,Patient had a HIPPA consent in without a date. Form is not valid.,2021-11-01T14:01:18Z,lreyes,lreyes,0,2,"Patient will have to be present to re-sign HIPPA consent form, this will not happen until first day of treatment.",1,3,0,NA,NA,Patient Docs/Notes,Default,HIPAA consent not signed/miss.,12286,A,NA,agoudy,NA,A,NA,NA,NA,NA,HIPAA consent not signed/miss.,A,2,4,Radiation Services Director,NA,NA,12286A,3,0,A,0,0,0,0,0,0,1,G
230,NA,Consent for treatment missing doctor's date and signature.  Dr. Sutphen will sign consent prior to patient's appointment.,2021-11-10T07:51:10Z,dginn,dginn,0,1,NA,1,3,0,NA,NA,Patient Docs/Notes,Default,Signed consent forms not present,12281,A,NA,agoudy,NA,A,NA,NA,NA,NA,Signed consent forms not present,A,2,4,Radiation Services Director,NA,T,12281A,3,0,A,0,0,0,0,0,0,1,EGN
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Charging correct number of charges,NA,No. of charges incorr./miss.,T,3,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Charging correct number of charges,NA,No. of charges incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Charging correct number of charges,NA,No. of charges incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Decreased interruptions/distractions,NA,No. of charges incorr./miss.,T,3,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Decreased interruptions/distractions,NA,No. of charges incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Decreased interruptions/distractions,NA,No. of charges incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Increased attention to detail,NA,No. of charges incorr./miss.,T,3,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Increased attention to detail,NA,No. of charges incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,Patient charges not captured after treatment on 11/8/21. CPT codes G6015 and 77014 missing.,2021-11-08T08:14:03Z,agoudy,agoudy,0,3,NA,1,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Increased attention to detail,NA,No. of charges incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,"Charges missing after completion of treatment on November 9, 2021. CPT code G6015 not billed for treatment.",2021-11-09T08:35:06Z,agoudy,agoudy,0,3,NA,2,3,0,NA,T,Billing,Codes,No. of charges incorr./miss.,10949,A,K,agoudy,cmacke,K,A,NA,Charging correct number of charges,NA,No. of charges incorr./miss.,T,3,4,Financial Counselor,Radiation Services Director,AU,10949AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
